Family,NtDuplicateObject,NtOpenSection,NtQueryKey,LdrUnloadDll,GetSystemInfo,IsDebuggerPresent,LookUpPrivilegeValueW,NtQueryValueKey,NtOpenDirectoryObject,NtMapViewOfSection,NtDelayExecution,NtDeviceIoControlFile,NtAllocateVirtualMemory,NtWriteFile,LdrGetDllHandle,NtQuerySystemInformation,CreateThread,NtCreateMutant,NtProtectVirtualMemory,NtOpenKey,GetFileType,NtOpenKeyEx,LdrLoadDll,NtTerminateProcess,UuidCreate,NtClose,DeviceIoControl,GetFileAttributesEXW,GetFileAttributesW,NtFreeVirtualMemory,NtOpenFile,SetUnhandledExceptionFilter,NtCreateFile,NtQueryAttributesFile,NtCreateSection,CreateToolHelp32Snapshot,RegCloseKey,NtReadFile,Process32FirstW,GetFileSizeEx,GetTempPathW,GetSystemTimeAsFileTime,findFirstFileExW,RegSetValueExW,NtOpenMutant,OpenSCManagerW,SetFilePointerEX,SetEndOfFile,NtCreateUserProcess,NtQueryInformationFile,SetFilePointer,NtUnmapViewOfSection,RegOpenKeyExW,NtOpenThread,RegQueryValueExW,GetComputerNameW,NtSetInformationFile,DeleteFileW,SetFileAttributesW,NtReadVirtualMemory,WSAStartup,Process32NextW,NtWriteVirtualMemory,NtResumeThread,RegCreateKeyExW,GetNativeSystemInfo,CoUninitialize,NtSetValueKey,NtCreateKey,NtOpenProcess,GetForegroundWindow,GetSystemMetrics,RegEnumKeyW,GetFileSize,GetVolumePathNamesForVolumeNameW,SetErrorMode,CreateDirectoryW,NtEnumerateValueKey,CoCreateInstance,NtQueryDirectoryFile,GetVolumeNameForVolumeMountPointW,CoInitializeEx,CoInitializeSecurity,NtEnumerateKey,NtDeleteValueKey,GetFileInformationByHandle,GetFileVersionInfoSizeW,CryptExportKey,GetFileVersionInfoExW,CryptCreateHash,CryptAcquireContextA,RegEnumKeyExW,CryptAcquireContextW,CryptDecodeObjectEx,RegEnumValueW,CryptHashData,GetFileVersionInfoSizeExW,RegQueryInfoKeyW,GetFileVersionInfoW,CryptGenKey,NtQueryMultipleValueKey,RegDeleteValueW,SetFileInformationByHandle,RegDeleteKeyW,CopyFileExW,CopyFileW,RegDeleteKeyA,RegQueryValueExA,RegCreateKeyExA,SetFileTime,RegOpenKeyExA,GetKeyState,RegSetValueExA,RegEnumKeyExA,RegDeleteValueA,OpenSCManagerA,NtDeleteKey,RegEnumValueA,GetKeyboardState,CryptDecrypt,CopyFileA,CryptEncrypt,CryptProtectData,URLDownloadToFileW,InternetReadFile,NtLoadKeyEx,RegQueryInfoKeyA,GetAsyncKeyState,NtLoadKey,CryptUnprotectData
Megacortex,40,20,70,58,5,9,1,3686,4,62,2,43,78,1308,62,2,0,11,259,124,0,1352,67,6,1,1890,9,2,137,66,36,2,122,21,35,1,67,1763,1,16,2,147,10,8,5,0,0,0,1,57,60,5,57,2,54,5,0,4,3,26,12,40,28,1,3,5,33,2,50,28,0,0,0,2,12,1,57,4,10,27,7,32,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptowall,33,26,128,11,5,5,0,3146,10,65,0,1,31,0,120,3,2,17,162,81,0,927,23,6,3,958,4,3,14,9,20,0,56,5,17,2,0,14,2,14,1,49,5,0,1,2,0,0,1,63,0,0,0,0,0,1,1,2,0,28,0,192,30,2,0,0,25,0,3,35,0,0,0,2,8,0,1,3,0,35,5,25,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptowall,33,26,128,11,5,3,0,3146,10,65,0,1,31,0,120,3,2,17,162,81,0,929,23,6,3,958,4,3,14,8,20,0,56,5,17,2,0,14,2,14,1,49,5,0,1,2,0,0,1,63,0,0,0,0,0,1,1,2,0,28,0,197,30,2,0,0,25,0,3,35,0,0,0,2,8,0,1,3,23,35,5,25,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptowall,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locky,67,87,145,95,53,13,0,1337,14,168,6,14,651,198,128,18,20,22,3053,75,0,1476,298,0,14,1609,2,2,55,18,123,2,387,46,71,0,0,6,0,2,0,7637,8,0,10,0,0,0,0,32,1,4,0,7,0,0,0,0,0,68,2,0,4,13,0,4,145,12,7,54,0,61,0,4,6,1,17,153,129,21,4,163,3,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
locky,65,85,143,93,41,13,0,1318,14,158,3,14,559,193,128,18,20,22,3025,74,0,1467,288,0,14,1474,2,2,55,12,123,2,385,46,63,0,0,6,0,2,0,7636,8,0,10,0,0,0,0,32,2,4,0,7,0,0,0,0,0,68,2,0,4,13,0,4,143,12,7,54,0,61,0,4,6,1,17,153,123,21,4,161,3,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
locky,67,85,145,95,50,13,0,1318,14,164,5,14,557,193,128,18,20,22,3041,71,0,1476,298,0,14,1484,2,2,40,19,122,2,385,46,69,0,0,6,0,2,0,7637,8,0,10,0,0,0,0,32,1,4,0,7,0,0,0,0,0,68,2,0,4,13,0,4,143,12,7,54,0,61,0,4,6,1,17,153,122,21,4,161,3,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
locky,180,696,615,5096,342,34,0,12570,108,902,294,141,1854,802,10517,104,112,164,11247,451,0,9624,5716,9,67,17722,8,8,394,545,306,18,555,384,354,0,3,30,0,16,0,40782,31,0,51,0,0,0,0,89,13,29,0,47,0,0,0,0,0,591,18,0,16,46,0,22,410,102,38,126,0,482,0,14,24,9,154,1213,323,54,16,452,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
bitcoin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,3,2,1,0,0,10,3,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitcoin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,3,2,1,0,0,10,3,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitcoin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,3,2,1,0,0,10,3,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cryptojoker,6,16,13,27,6,7,0,146,0,26,17,1,71,0,332,2,2,5,166,43,0,114,43,6,6,377,3,0,2,40,31,0,18,13,20,0,21,1,0,1,1,0,3,0,3,0,0,0,1,0,0,4,28,0,17,0,0,0,0,0,0,0,2,1,0,1,3,0,0,1,0,132,0,4,6,2,0,135,6,0,3,4,1,5,0,0,1,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
cryptojoker,1,16,6,28,6,1,0,67,0,24,13,1,53,0,339,4,2,5,158,37,0,55,41,6,6,270,1,0,2,37,30,0,17,12,18,0,21,1,0,1,1,0,3,0,3,0,0,0,1,0,0,2,28,0,17,0,0,0,0,0,0,0,2,1,0,1,2,0,0,1,0,186,0,4,0,2,0,135,2,0,0,3,1,5,0,0,1,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
cryptojoker,6,16,13,27,6,7,0,146,0,26,17,1,55,0,332,2,2,5,166,43,0,114,43,6,6,377,3,0,2,38,31,0,18,13,20,0,21,1,0,1,1,0,3,0,3,0,0,0,1,0,0,4,28,0,17,0,0,0,0,0,0,0,2,1,0,1,3,0,0,1,0,132,0,4,6,2,0,135,6,0,3,4,1,5,0,0,1,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
cryptomix,12,17,826,17,5,23,0,3265,1,30,1,0,76,284,37,5,64,8,97,74,14,2077,25,6,1,1475,4,1,67,25,27,1,46,11,20,0,2,173,0,7,1,402,9,0,5,0,0,14,1,17,151,17,4,0,2,0,0,1,16,12,0,0,14,1,0,0,16,5,13,2,3,99,0,0,6,0,6,124,27,7,3,13,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cryptomix,5,5,2,11,0,0,2,155,3,12,47,26,35,1,37,3,8,8,97,22,0,81,23,1,0,195,0,0,10,6,23,1,18,7,8,0,79,1,0,5,1,245,0,2,0,0,0,0,1,8,0,2,92,3,65,1,0,5,0,0,2,0,2,1,11,1,0,8,1,0,0,0,0,0,0,0,3,8,0,4,4,0,0,12,0,0,0,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raas,9,27,559,14,9,12,0,1079,5,31,1634,1,1410,7190,275,4,4,11,190,65,0,1257,84,0,1,7371,5,2,305,781,3117,0,5151,19,21,1,11,4049,1,7,1,21,242,5,1,0,0,0,1,2971,0,7,14,0,10,1,7511,0,2,14,0,99,16,2,5,2,13,10,6,4,3,2,19,1,6,0,1,1,94,7,4,12,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raas,9,27,559,14,9,12,0,1079,5,31,1446,1,1360,6484,275,4,4,11,190,65,0,1257,84,0,1,6907,5,2,245,886,2974,0,3819,19,21,1,11,3314,1,7,1,21,185,5,1,0,0,0,1,2828,0,7,14,0,10,1,6152,0,2,14,0,97,16,2,5,2,13,10,6,4,3,2,19,1,6,0,1,1,94,7,4,12,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raas,3,1,0,0,2,0,0,0,0,1,0,0,80,0,343,0,1,0,19,2,0,4,14,2,0,30,0,0,0,77,21,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
